sy_snum,sy_pnum,disc_year,pl_orbper,pl_orbsmax,pl_bmasse,pl_orbeccen,st_mass,ra,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
2,1,2011,131.458,0.60347,40.363,0.042,0.89,294.496955,46.6896733,1819.17,15.863,13.875,15.7352
1,1,2011,1.3273466,0.02402,611.82275,0.063,1.05,188.2662048,44.9153672,294.419,12.146,10.603,12.093
2,1,2011,1966.1,3.13,425.9,0.59,1.06,138.7885794,23.3748792,48.9489,8.05,6.53,7.8859
1,1,2011,330.0,0.89,63.566,0.36,0.68,233.915082,-80.2044169,40.4841,8.71,6.763,8.47996
1,1,2011,58.43,0.26,3.6,0.11,0.69,147.7821226,-43.5048162,11.281,7.67,4.717,7.18726
1,1,2011,3.7681,0.0461,772.29,0.0,1.04,278.699236,-6.612288,1176.12,16.29,12.472,15.4368
1,1,2011,1.9000693,0.0295,1102.82,0.08,0.95,98.1724172,-0.0316045,764.889,14.868,13.014,14.8009
2,6,2011,3.6961219,0.04537,8.7,0.32,0.91,287.6979913,42.3385782,282.563,12.61,10.871,12.4535
2,6,2011,10.854092,0.093,16.1,0.4,0.91,287.6979913,42.3385782,282.563,12.61,10.871,12.4535
2,6,2011,77.61184,0.3453,20.1,0.6,0.91,287.6979913,42.3385782,282.563,12.61,10.871,12.4535
1,1,2011,21.08721,0.164,6388.1,0.112,1.29,296.9603348,46.0342954,1057.41,14.355,12.918,14.2622
1,1,2011,330.0,0.89,70.8731,0.36,0.86,233.915082,-80.2044169,40.4841,8.71,6.763,8.47996
2,1,2011,1733.0,2.55,73.1009,0.37,0.58,323.0966714,-20.957957,28.7165,8.45,6.357,8.19092
1,1,2011,289.8623,0.849,36.0,0.0,0.97,289.2172051,47.8841427,194.642,11.751,10.152,11.6444
1,2,2011,133.4031,0.5041,3019.36987,0.64779,0.96,258.0966686,63.3527828,36.1945,8.07,6.269,7.86569
1,1,2011,1.4857108,0.02591,778.65,0.011,1.04,298.3952437,47.8149865,720.753,14.314,12.585,14.1311
2,6,2011,3.69611525,0.0463,9.7,0.03,0.95,287.6979913,42.3385782,282.563,12.61,10.871,12.4535
2,6,2011,10.85409089,0.0949,12.75,0.16,0.95,287.6979913,42.3385782,282.563,12.61,10.871,12.4535
1,2,2011,131.05,0.495,3086.0,0.708,0.93,258.0966686,63.3527828,36.1945,8.07,6.269,7.86569
1,2,2011,131.05,0.49,3140.1604,0.71,0.95,258.0966686,63.3527828,36.1945,8.07,6.269,7.86569
2,1,2011,1270.5,2.33,346.4347,0.8,1.12,18.621465,-5.0479716,38.662,7.5,6.084,7.34996
1,1,2011,4.942782,0.05714,209.76,0.06,1.02,296.2005506,49.1400304,739.412,13.81,12.216,13.7136
1,1,2011,1.855558,0.03,174.8,0.0,1.12,294.5132465,45.9816453,1093.08,14.509,12.892,14.413
2,1,2011,1733.0,2.56,84.5392,0.37,0.74,323.0966714,-20.957957,28.7165,8.45,6.357,8.19092
1,2,2011,74.062,0.3262,14.33406,0.14,0.84,303.8284712,-27.0337556,8.79687,5.73,3.501,5.47661
1,1,2011,0.81347398,0.01504,635.02434,0.0,0.69,154.9081869,-9.8064431,86.7467,12.305,9.267,11.907
2,1,2011,3.039586,0.0403,209.759,0.078,0.94,222.7673221,5.9473626,199.173,12.052,10.109,11.9562
1,2,2011,74.72,0.32,16.9,0.13,0.8,303.8284712,-27.0337556,8.79687,5.73,3.501,5.47661
1,2,2011,525.8,1.18,24.0,0.32,0.8,303.8284712,-27.0337556,8.79687,5.73,3.501,5.47661
2,1,2011,1275.0,2.3,352.776,0.82,1.05,18.621465,-5.0479716,38.662,7.5,6.084,7.34996
2,1,2011,1255.5,2.38,161.45764,0.92,1.05,18.621465,-5.0479716,38.662,7.5,6.084,7.34996
2,1,2011,1275.0,2.34,438.6054,0.82,1.14,18.621465,-5.0479716,38.662,7.5,6.084,7.34996
2,1,2011,3.039577,0.04,197.05,0.0,0.92,222.7673221,5.9473626,199.173,12.052,10.109,11.9562
1,1,2011,1.33711647,0.02153,792.635,0.0,0.74,207.6554928,-6.8040714,181.374,13.443,10.619,13.0276
1,2,2011,9017.76,7.7,4780.1632,0.14,0.78,16.5094891,-22.4536134,51.6026,10.16,7.669,9.80235
1,2,2011,74.39,0.319,21.6,0.3,0.85,303.8284712,-27.0337556,8.79687,5.73,3.501,5.47661
1,1,2011,528.07,1.167,4338.2,0.8191,0.75,55.2065581,31.8258855,32.6034,8.78,6.607,8.52445
1,1,2011,1.3371182,0.02149,790.41,0.0,0.74,207.6554928,-6.8040714,181.374,13.443,10.619,13.0276
1,1,2011,1.33711655,0.0216,826.358,0.0,0.74,207.6554928,-6.8040714,181.374,13.443,10.619,13.0276
2,1,2011,228.776,0.7048,105.833,0.0069,0.69,289.0758307,51.757229,75.0852,12.144,8.996,11.7472
3,5,2011,7.2004,0.0505,5.6,0.13,0.33,259.7510609,-34.9977651,7.24396,10.602,6.036,9.38033
3,5,2011,28.14,0.125,3.8,0.02,0.33,259.7510609,-34.9977651,7.24396,10.602,6.036,9.38033
1,1,2011,2.455239,0.03,160.497,0.11,0.59,292.8729292,41.0641727,381.949,16.744,12.892,15.9804
1,3,2011,8.1352,0.07,11.6,0.187,0.73,176.1705487,30.9576484,25.8618,8.97,6.286,8.57069
1,3,2011,32.03,0.178,130.0,0.05,0.73,176.1705487,30.9576484,25.8618,8.97,6.286,8.57069
1,3,2011,431.7,1.01,167.4,0.27,0.73,176.1705487,30.9576484,25.8618,8.97,6.286,8.57069
1,3,2011,7.3709,0.06,6.3566,0.08,0.59,173.8619194,-32.5436302,9.06456,9.81,5.623,8.89138
1,1,2012,3.33714,0.0348,14.0,0.051,0.54,119.7735021,15.391209,29.4214,12.332,7.989,11.3537
2,4,2012,3.60076,0.039,3.81394,0.192,0.63,262.5448903,-51.6377777,16.0272,9.58,5.825,8.86517
2,4,2012,3.6,0.0413,4.4,0.15,0.71,262.5448903,-51.6377777,16.0272,9.58,5.825,8.86517
2,4,2012,35.37,0.187,11.5,0.24,0.71,262.5448903,-51.6377777,16.0272,9.58,5.825,8.86517
2,4,2012,35.47358,0.181,6.6744,0.152,0.63,262.5448903,-51.6377777,16.0272,9.58,5.825,8.86517
1,1,2012,4.640382,0.0523,84.857,0.067,0.89,35.3834942,32.2460441,255.206,12.525,10.501,12.3021
1,1,2012,4.640382,0.05231,84.86061,0.055,0.89,35.3834942,32.2460441,255.206,12.525,10.501,12.3021
2,1,2012,3.54387,0.05095,180.84527,0.17,1.4,113.7582526,17.8300283,697.004,12.282,11.157,12.2269
2,1,2012,3.54387,0.0509,190.372,0.0,1.4,113.7582526,17.8300283,697.004,12.282,11.157,12.2269
1,1,2012,4.457243,0.0608,195.457,0.0,1.51,335.5129199,45.4573423,464.469,11.34,10.009,11.4162
1,1,2012,4.457243,0.06076,184.65923,0.12,1.51,335.5129199,45.4573423,464.469,11.34,10.009,11.4162
2,1,2012,2.694047,0.0426,254.253,0.0,1.42,297.3226523,4.6724124,348.185,11.365,9.728,10.939
2,1,2012,2.694047,0.04258,252.67485,0.22,1.42,297.3226523,4.6724124,348.185,11.365,9.728,10.939
1,1,2012,4.641878,0.0575,279.6904,0.11,1.18,135.3443583,6.0970828,405.238,12.125,10.626,12.0031
1,1,2012,3.332687,0.04445,232.0159,0.21,1.05,128.9256885,10.2065866,528.825,13.279,11.764,13.2165
1,1,2012,3.446459,0.0444,589.55,0.12,0.99,175.5252399,-23.3548451,283.971,12.155,10.58,11.9363
1,1,2012,3.446459,0.04446,556.2025,0.082,0.99,175.5252399,-23.3548451,283.971,12.155,10.58,11.9363
2,1,2012,3626.0,4.48,6006.95689,0.571,0.89,183.7762699,-7.2575413,34.0915,7.971,6.151,7.7777
2,1,2012,3586.86089,4.491,3025.09078,0.565,0.93,183.7762699,-7.2575413,34.0915,7.971,6.151,7.7777
2,3,2012,10159.64279,9.811,3464.64746,0.277,1.21,1.5836771,-49.0753625,26.1853,5.7,4.474,5.58442
2,1,2012,3609.0,5.1,3972.85509,0.7,1.26,310.4364195,-75.3514992,39.9346,6.51,5.08,6.33009
3,2,2012,161.97,0.57,177.9848,0.13,0.94,328.1517893,-26.0271749,58.9291,8.78,7.207,8.61176
3,2,2012,160.07,0.586,177.9848,0.197,1.05,328.1517893,-26.0271749,58.9291,8.78,7.207,8.61176
3,2,2012,1155.7,2.112,232.0159,0.27,0.94,328.1517893,-26.0271749,58.9291,8.78,7.207,8.61176
1,1,2012,5478.68861,5.935,3057.50928,0.768,0.92,348.5319387,-62.7018297,29.1864,6.12,4.287,5.91597
1,2,2012,2720.0,3.74,1013.8777,0.03,0.94,85.0074276,6.0595116,46.7864,8.67,6.815,8.46192
2,1,2012,792.6,1.9,444.962,0.19,1.55,14.5594349,33.9505774,58.1105,6.00272,3.826,5.72695
1,1,2012,5.7361,0.0614,15.9,0.09,0.93,135.3022475,-25.5282343,45.935,8.63,6.761,8.40992
1,1,2012,5384.0,5.97,3082.93555,0.852,0.97,170.2147665,-23.2181063,42.1727,8.0,6.419,7.82889
1,1,2012,5697.3043,6.297,2665.30902,0.841,1.02,170.2147665,-23.2181063,42.1727,8.0,6.419,7.82889
1,1,2012,1.217514,0.02466,8654.15,0.0099,1.32,0.3620995,39.3837953,268.43,10.632,9.437,10.5905
2,1,2012,4.113791,0.05497,485.32641,0.081,1.31,92.6640226,30.9571333,134.058,8.68,7.346,8.58393
2,1,2012,4.1137912,0.05496,483.717,0.0,1.31,92.6640226,30.9571333,134.058,8.68,7.346,8.58393
2,1,2012,2.7858212,0.0434,7.5,0.0,1.41,287.3619673,38.7141384,108.522,8.25,6.945,8.12832
2,3,2012,49.4643,0.2877,2.07,0.021,0.96,295.2978883,46.9204303,1025.02,15.31,13.535,15.1626
2,3,2012,303.227,0.9638,3.17,0.044,0.96,295.2978883,46.9204303,1025.02,15.31,13.535,15.1626
1,5,2012,26.44,0.1683,12.15,0.0033,0.91,292.8733696,42.9661583,904.326,15.131,13.518,15.1377
1,5,2012,51.54,0.2626,13.9,0.007,0.91,292.8733696,42.9661583,904.326,15.131,13.518,15.1377
2,1,2012,4343.5,5.3,1334.886,0.0,0.44,65.2733756,-48.6542601,21.1916,14.379,9.852,13.6576
1,2,2012,3.052401,0.0402,292.391,0.0,0.93,190.6188034,-30.6398176,163.371,11.632,9.677,11.2823
1,2,2012,3.052401,0.04022,299.07803,0.12,0.93,190.6188034,-30.6398176,163.371,11.632,9.677,11.2823
1,1,2012,4.9816872,0.0548,158.908,0.06,0.88,192.981203,-42.0736165,177.291,12.169,10.033,11.9686
1,1,2012,4.9816872,0.0548,159.23283,0.062,0.88,192.981203,-42.0736165,177.291,12.169,10.033,11.9686
1,4,2012,4.1591399,0.052,362.311,0.11,1.08,331.203092,-12.019067,264.78,11.936,10.192,11.7889
2,1,2012,2.7817387,0.0379,120.135,0.0,0.94,91.0897193,-16.9653901,194.553,11.352,9.749,11.2907
2,1,2012,2.7817387,0.0379,126.81417,0.026,0.94,91.0897193,-16.9653901,194.553,11.352,9.749,11.2907
1,1,2012,1.7497835,0.02713,145.88397,0.092,0.87,348.4947931,8.7610793,174.818,12.192,10.086,11.9537
2,1,2012,3.6936411,0.04988,192.60498,0.06,1.21,205.4542456,-0.1281712,251.303,10.413,9.035,10.2441
2,1,2012,4.465633,0.0533,181.155,0.2,1.01,203.7581951,-17.5034961,297.462,11.753,10.396,11.7747
2,1,2012,4.465633,0.05326,181.48093,0.056,1.01,203.7581951,-17.5034961,297.462,11.753,10.396,11.7747
2,1,2012,4.617101,0.05614,190.38017,0.082,1.11,183.3660401,23.055687,321.084,12.091,10.532,12.0028
1,1,2012,2.83891856,0.03772,204.36469,0.059,0.89,223.8199788,-2.0576866,398.276,12.913,11.244,12.7293
2,1,2012,5.01718,0.0562,285.72917,0.044,0.94,274.7012534,45.1722194,290.404,11.652,10.285,11.6347
1,1,2012,7.919585,0.0697,272.38031,0.12,0.72,349.6229547,24.889277,115.936,12.659,9.723,12.3142
1,1,2012,4.3050011,0.05311,160.50415,0.064,1.08,356.6667136,31.1559115,431.052,11.67,10.585,12.0196
1,1,2012,3.8559,0.0514,654.702,0.26,1.22,75.2996637,-26.0541438,488.66,12.489,11.008,12.0702
1,1,2012,3.8559,0.05146,651.5515,0.074,1.22,75.2996637,-26.0541438,488.66,12.489,11.008,12.0702
1,1,2012,4.411953,0.0567,181.155,0.21,1.25,87.1398205,-63.9883286,175.631,10.213,8.944,10.0721
1,1,2012,4.411953,0.05672,180.52744,0.075,1.25,87.1398205,-63.9883286,175.631,10.213,8.944,10.0721
1,1,2012,4.37809,0.0574,120.77,0.22,1.32,94.3363562,-38.3233826,290.684,11.155,9.393,10.9185
1,1,2012,4.37809,0.05417,107.74437,0.086,1.1,94.3363562,-38.3233826,290.684,11.155,9.393,10.9185
2,1,2012,1.5732918,0.02652,388.07043,0.054,1.0,101.1149223,-32.8583878,369.926,12.704,10.956,12.5257
1,1,2012,4.086052,0.0546,737.3656,0.0,1.3,158.2250301,-34.9899074,500.258,11.605,10.452,11.5904
1,1,2012,4.086052,0.05461,753.2571,0.046,1.3,158.2250301,-34.9899074,500.258,11.605,10.452,11.5904
1,1,2012,4.086052,0.0546,737.335,0.11,1.3,158.2250301,-34.9899074,500.258,11.605,10.452,11.5904
1,1,2012,4.61442,0.0517,133.483,0.2,0.87,295.7438485,-19.9497314,189.469,12.537,10.129,11.9141
1,1,2012,4.6144109,0.05179,133.4886,0.015,0.87,295.7438485,-19.9497314,189.469,12.537,10.129,11.9141
1,1,2012,2.9036747,0.04622,706.21826,0.019,1.56,29.2634506,0.7588247,362.715,10.56,9.32,10.5678
1,1,2012,2.2167421,0.03711,459.58218,0.017,1.39,41.0400779,-30.1690785,434.754,10.868,9.617,10.8378
2,1,2012,1.3600309,0.02405,560.33429,0.0075,1.0,37.1555223,-7.0606675,105.166,10.294,8.405,10.0966
1,1,2012,2.1751763,0.03488,259.66711,0.092,1.18,63.7562662,-22.1163901,754.258,11.965,11.008,12.1879
1,1,2012,3.6623866,0.0521,267.93069,0.066,1.42,66.3709016,-30.6004362,246.69,10.044,9.056,9.97202
1,1,2012,3.06785952,0.03427,171.6282,0.02,0.57,303.1667996,-2.1444369,49.7876,11.841,8.351,11.273
1,2,2012,530.32,1.9,7627.92,0.1256,3.04,269.7566013,-9.7741342,46.2107,3.31216,1.225,3.09653
1,2,2012,3186.0,6.1,8581.41,0.165,3.04,269.7566013,-9.7741342,46.2107,3.31216,1.225,3.09653
1,1,2012,187.83,0.83,476.745,0.191,2.13,230.0350768,29.6160222,84.7883,5.5052,2.934,5.22055
2,1,2012,1630.0,3.9,1303.103,0.13,3.09,127.5649503,60.7177048,54.9149,3.35214,1.339,3.14432
1,1,2012,672.1,1.6,3527.8,0.14,1.2,350.0599827,61.9701062,324.54,6.40607,2.006,5.62737
1,1,2012,672.09998,1.6,5288.6912,0.14,2.2,350.0599827,61.9701062,324.54,6.40607,2.006,5.62737
1,1,2012,875.5,2.1,3146.4,0.08,1.6,329.0999413,21.239922,312.202,6.38984,2.224,5.61607
1,1,2012,480.5,1.2,1906.9,0.07,1.1,120.5662825,2.3350265,68.1509,4.37821,1.447,3.97926
1,1,2012,417.9,1.3,2129.461,0.11,1.7,239.3965057,26.8776171,69.8683,4.12577,1.349,3.75773
1,1,2012,578.2,1.3,1334.886,0.21,0.8,25.9203179,21.0052692,1322.51,9.367,6.169,8.91613
1,1,2012,187.01,0.699,355.96782,0.105,1.3,230.0350768,29.6160222,84.7883,5.5052,2.934,5.22055
1,2,2012,530.21,1.79,7057.73298,0.124,2.7,269.7566013,-9.7741342,46.2107,3.31216,1.225,3.09653
1,2,2012,3184.83,5.931,7838.32346,0.18,2.7,269.7566013,-9.7741342,46.2107,3.31216,1.225,3.09653
2,1,2012,1569.81,3.691,1160.39151,0.149,2.72,127.5649503,60.7177048,54.9149,3.35214,1.339,3.14432
2,2,2012,691.9,2.1,953.49,0.117,2.49,38.0391598,-1.0350269,82.9613,5.3532,3.207,5.09343
1,2,2012,529.93,1.765,6848.56651,0.126,2.61,269.7566013,-9.7741342,46.2107,3.31216,1.225,3.09653
1,2,2012,3180.6,5.829,7530.30845,0.179,2.61,269.7566013,-9.7741342,46.2107,3.31216,1.225,3.09653
2,2,2012,696.62,1.912,787.89662,0.093,1.92,38.0391598,-1.0350269,82.9613,5.3532,3.207,5.09343
2,1,2012,768.7,1.79,371.22358,0.11,1.29,14.5594349,33.9505774,58.1105,6.00272,3.826,5.72695
2,2,2012,360.2,1.19,753.23,0.13,1.74,12.3085089,-24.1369079,54.7841,5.9,3.691,5.6509
2,2,2012,2732.0,4.6,753.23,0.23,1.74,12.3085089,-24.1369079,54.7841,5.9,3.691,5.6509
2,2,2012,371.74,1.129,631.20722,0.266,1.39,12.3085089,-24.1369079,54.7841,5.9,3.691,5.6509
2,2,2012,3184.2,4.725,1069.49259,0.187,1.39,12.3085089,-24.1369079,54.7841,5.9,3.691,5.6509
2,1,2012,779.9,1.911,534.27223,0.056,1.53,14.5594349,33.9505774,58.1105,6.00272,3.826,5.72695
2,1,2012,792.59998,1.99,524.4195,0.19,1.98,14.5594349,33.9505774,58.1105,6.00272,3.826,5.72695
1,1,2012,2093.3,3.2,317.83,0.4,1.0,348.7243579,56.7303001,165.184,8.909,6.421,8.59745
1,1,2012,2.175173,0.0367,273.3338,0.0,1.39,63.7562662,-22.1163901,754.258,11.965,11.008,12.1879
1,1,2012,2.17517632,0.0362,282.857,0.0,1.33,63.7562662,-22.1163901,754.258,11.965,11.008,12.1879
1,2,2012,351.0,1.032,244.09344,0.184,1.19,264.7466665,-43.1462347,55.8503,7.24,5.535,7.04579
1,1,2012,2.9036747,0.04619,712.545,0.0,1.56,29.2634506,0.7588247,362.715,10.56,9.32,10.5678
2,1,2012,105.599,0.4632,122.0,0.032,0.94,286.830312,42.2791434,1174.59,14.015,12.342,13.9066
1,2,2012,352.3,1.0,232.01,0.15,1.09,264.7466665,-43.1462347,55.8503,7.24,5.535,7.04579
1,1,2012,2.2167421,0.03708,491.3763,0.0,1.39,41.0400779,-30.1690785,434.754,10.868,9.617,10.8378
1,1,2012,5501.0,6.22,3302.11,0.77,1.05,348.5319387,-62.7018297,29.1864,6.12,4.287,5.91597
1,1,2012,5380.0,6.13,3359.44626,0.766,1.05,348.5319387,-62.7018297,29.1864,6.12,4.287,5.91597
2,1,2012,3.6936411,0.04987,202.131,0.067,1.21,205.4542456,-0.1281712,251.303,10.413,9.035,10.2441
2,1,2012,2.785755,0.042507,10.4,0.0,1.34,287.3619673,38.7141384,108.522,8.25,6.945,8.12832
2,1,2012,2.78578,0.042717,5.08,0.02,1.41,287.3619673,38.7141384,108.522,8.25,6.945,8.12832
1,2,2012,13.83989,0.1153,4.45,0.039,1.07,291.2501859,49.2318073,527.956,11.941,10.788,12.0767
1,2,2012,16.23855,0.1283,8.08,0.033,1.07,291.2501859,49.2318073,527.956,11.941,10.788,12.0767
1,1,2012,5513.0,7.03,4258.922,0.768,1.51,348.5319387,-62.7018297,29.1864,6.12,4.287,5.91597
1,1,2012,3.6623866,0.0535,286.03,0.0,1.52,66.3709016,-30.6004362,246.69,10.044,9.056,9.97202
1,3,2012,7.132,0.07497,4.1,0.0108,1.07,288.9612535,42.2650472,1025.1,13.95,12.516,13.9132
1,3,2012,8.9177,0.08701,4.8,0.0291,1.07,288.9612535,42.2650472,1025.1,13.95,12.516,13.9132
1,3,2012,11.903,0.10548,3.8,0.0151,1.07,288.9612535,42.2650472,1025.1,13.95,12.516,13.9132
1,1,2012,4.641878,0.0575,331.801,0.0,1.18,135.3443583,6.0970828,405.238,12.125,10.626,12.0031
4,1,2012,138.317,0.652,169.0,0.0702,1.53,298.2150641,39.9550863,1033.16,13.841,12.395,13.6988
1,1,2012,3.662392,0.0519,270.15415,0.0,1.39,66.3709016,-30.6004362,246.69,10.044,9.056,9.97202
1,1,2012,3.662392,0.0519,270.1555,0.0,1.39,66.3709016,-30.6004362,246.69,10.044,9.056,9.97202
2,1,2012,3638.0,5.02,2192.9,0.66,1.29,310.4364195,-75.3514992,39.9346,6.51,5.08,6.33009
1,1,2012,3.855898,0.0521,654.7298,0.0,1.27,75.2996637,-26.0541438,488.66,12.489,11.008,12.0702
1,4,2012,13.4845,0.117,10.9,0.015,1.17,300.5171067,44.3815508,1020.72,14.036,12.606,13.8825
1,4,2012,27.4029,0.187,5.9,0.03,1.17,300.5171067,44.3815508,1020.72,14.036,12.606,13.8825
2,1,2012,5.01718,0.0561,282.86,0.0,0.94,274.7012534,45.1722194,290.404,11.652,10.285,11.6347
1,1,2012,2209.0,3.36,336.89,0.16,1.04,351.4707282,-20.6167923,46.8778,7.74,6.326,7.59438
1,1,2012,2280.0,3.433,381.39409,0.053,1.04,351.4707282,-20.6167923,46.8778,7.74,6.326,7.59438
1,4,2012,4.1591409,0.051,359.1479,0.026,1.03,331.203092,-12.019067,264.78,11.936,10.192,11.7889
1,1,2012,4.41194,0.0571,184.3414,0.0,1.28,87.1398205,-63.9883286,175.631,10.213,8.944,10.0721
2,1,2012,1.3600309,0.024,559.36,0.0,1.0,37.1555223,-7.0606675,105.166,10.294,8.405,10.0966
1,4,2012,4.16071,0.052,383.0,0.0028,1.11,331.203092,-12.019067,264.78,11.936,10.192,11.7889
2,1,2012,4.617101,0.05458,181.473,0.0,1.02,183.3660401,23.055687,321.084,12.091,10.532,12.0028
1,1,2012,4.3050011,0.0531,163.358,0.0,1.08,356.6667136,31.1559115,431.052,11.67,10.585,12.0196
1,1,2012,2266.4,3.396,355.33394,0.054,1.02,351.4707282,-20.6167923,46.8778,7.74,6.326,7.59438
1,1,2012,3.332687,0.0443,210.395,0.0,1.05,128.9256885,10.2065866,528.825,13.279,11.764,13.2165
1,1,2012,4951.0,5.6,2161.2,0.85,1.0,170.2147665,-23.2181063,42.1727,8.0,6.419,7.82889
2,1,2012,1.5732918,0.02648,403.945,0.0,1.0,101.1149223,-32.8583878,369.926,12.704,10.956,12.5257
2,1,2012,1035.7,2.07,251.0,0.22,1.11,309.8869681,42.247593,33.1944,6.82294,5.488,6.67106
1,1,2012,3.352057,0.047,1274.44,0.1,1.2,293.9850284,36.2962939,2346.01,16.644,15.271,16.4299
2,1,2012,3630.0,4.59,3054.22,0.572,0.97,183.7762699,-7.2575413,34.0915,7.971,6.151,7.7777
1,1,2012,4.4264,0.06,171.6282,0.0,1.24,130.4324005,20.2268164,180.64,10.445,9.142,10.3508
1,1,2012,4750.0,5.17,1207.74795,0.729,0.81,273.4988604,-42.5757218,45.1342,9.33,7.246,9.06863
1,1,2012,5144.0,5.42,1121.89,0.734,0.81,273.4988604,-42.5757218,45.1342,9.33,7.246,9.06863
1,3,2012,33.648,0.1971,281.27955,0.0321,0.9,289.2687388,42.6041819,777.06,15.312,13.347,15.2548
1,3,2012,33.60134,0.1968,1907.0,0.01,0.9,289.2687388,42.6041819,777.06,15.312,13.347,15.2548
1,3,2012,57.011,0.2799,119.499,0.0146,0.9,289.2687388,42.6041819,777.06,15.312,13.347,15.2548
1,3,2012,57.325,0.2811,115.05446,0.0354,0.9,289.2687388,42.6041819,777.06,15.312,13.347,15.2548
1,1,2012,2198.14,3.242,474.83802,0.141,0.94,64.9392168,-41.9606604,50.2862,8.26,6.646,8.08478
3,2,2012,161.97,0.57,190.698,0.13,1.02,328.1517893,-26.0271749,58.9291,8.78,7.207,8.61176
1,1,2012,2208.0,3.25,460.83,0.12,0.94,64.9392168,-41.9606604,50.2862,8.26,6.646,8.08478
1,1,2012,2170.0,3.22,495.81231,0.163,0.94,64.9392168,-41.9606604,50.2862,8.26,6.646,8.08478
2,1,2012,1.36002854,0.02335,529.81995,0.0074,0.9,37.1555223,-7.0606675,105.166,10.294,8.405,10.0966
2,3,2012,49.532,0.2962,636.0,0.035,1.05,295.2978883,46.9204303,1025.02,15.31,13.535,15.1626
2,3,2012,303.137,0.991,8899.0,0.411,1.05,295.2978883,46.9204303,1025.02,15.31,13.535,15.1626
1,1,2012,5894.0,6.7,861.28,0.38,1.17,247.8255687,79.7894032,28.2697,7.03,5.565,6.85038
1,1,2012,13100.0,11.5,772.32303,0.787,1.17,247.8255687,79.7894032,28.2697,7.03,5.565,6.85038
2,1,2012,2.7817362,0.03873,126.81417,0.0,1.0,91.0897193,-16.9653901,194.553,11.352,9.749,11.2907
1,2,2012,2720.0,3.814,1069.771,0.013,1.0,85.0074276,6.0595116,46.7864,8.67,6.815,8.46192
1,1,2012,6022.9725,6.57,2158.0657,0.86,1.03,170.2147665,-23.2181063,42.1727,8.0,6.419,7.82889
1,3,2012,45.154,0.2514,2.1,0.04,1.04,296.4797624,49.9376486,783.831,14.885,13.197,14.6777
1,3,2012,85.312,0.384,4.0,0.014,1.04,296.4797624,49.9376486,783.831,14.885,13.197,14.6777
2,2,2012,2.1461,0.03176,597.5204,0.011,0.94,130.547744,19.276957,182.714,12.163,10.173,11.9281
1,2,2012,3.052404,0.04,298.7602,0.026,0.93,190.6188034,-30.6398176,163.371,11.632,9.677,11.2823
1,1,2012,2.838971,0.0386,213.573,0.0,0.95,223.8199788,-2.0576866,398.276,12.913,11.244,12.7293
1,1,2012,1.7497798,0.0272,146.2,0.0,0.87,348.4947931,8.7610793,174.818,12.192,10.086,11.9537
1,1,2012,5.7361,0.06,19.0698,0.09,1.37,135.3022475,-25.5282343,45.935,8.63,6.761,8.40992
2,3,2012,6005.0,6.8,1684.4,0.21,1.23,1.5836771,-49.0753625,26.1853,5.7,4.474,5.58442
1,1,2012,3.06785234,0.0344,170.99254,0.002,0.58,303.1667996,-2.1444369,49.7876,11.841,8.351,11.273
1,1,2012,3.0678504,0.0346,176.07,0.07,0.57,303.1667996,-2.1444369,49.7876,11.841,8.351,11.273
1,1,2012,7.919585,0.0697,274.276,0.1,0.72,349.6229547,24.889277,115.936,12.659,9.723,12.3142
1,3,2012,29.33434,0.18,11.3,0.042,0.99,285.2836483,38.9472625,914.221,15.726,13.581,15.3761
1,3,2012,60.323105,0.3,640.0,0.0111,0.99,285.2836483,38.9472625,914.221,15.726,13.581,15.3761
1,3,2012,143.34394,0.5,23.1,0.022,0.99,285.2836483,38.9472625,914.221,15.726,13.581,15.3761
1,1,2012,3.3366487,0.031,13.73,0.017,0.51,119.7735021,15.391209,29.4214,12.332,7.989,11.3537
1,1,2013,4.86069,0.05789,93.12419,0.22,1.09,280.6296561,6.5138223,1103.48,14.79,12.846,14.711
1,1,2013,4.20474,0.0525,184.3414,0.41,1.09,279.7504991,6.9697828,1045.18,15.861,13.261,15.4682
1,2,2013,4100.0,4.5,731.0,0.37,0.69,133.7819507,1.5420011,20.5266,9.99,6.352,9.2861
1,1,2013,1.354133,0.02298,486.2799,0.29,0.88,176.7388264,-22.5630097,341.925,13.565,11.386,13.3419
1,1,2013,3.547851,0.04852,349.613,0.3,1.21,312.4574879,-24.4286938,411.211,12.433,10.694,11.8914
1,1,2013,3.547851,0.0485,340.39593,0.0,1.21,312.4574879,-24.4286938,411.211,12.433,10.694,11.8914
1,2,2013,317.58639,1.022,1035.80278,0.28,1.41,195.4438496,63.610328,36.18,6.02078,5.005,5.91168
1,1,2013,2085.10024,4.341,1831.32728,0.732,2.5,205.661989,78.0646376,103.044,5.90686,3.572,5.65211
2,1,2013,2.70339,0.04123,469.75274,0.035,1.28,148.6431193,40.3879446,210.252,9.816,8.662,9.76324
1,5,2013,16.1456994,0.1162,4.7,0.089,0.8,281.4824731,47.2078263,107.796,12.072,9.351,11.4784
1,4,2013,13.36702,0.1019,0.79,0.098,0.79,284.0592503,44.5183733,63.9207,9.770001,7.942,9.54988
1,4,2013,21.301848,0.139,1.3,0.099,0.79,284.0592503,44.5183733,63.9207,9.770001,7.942,9.54988
